,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48
121,23190,22553,22252,22517,22256,21741,21314,20998,20867,20910,21313,21803,23220,24466,26392,27866,29721,30178,30728,30330,30018,29604,28768,28409,28308,28096,27847,27728,27697,27476,27639,27961,29003,30233,31856,32895,33973,34406,34765,32940,31981,31238,30321,29095,27777,26397,23740,22709
122,22452,21669,21747,21658,21518,21116,20621,20270,19888,19827,19993,20393,21350,22109,23553,24737,26506,27246,28188,28090,28486,28612,28617,28500,28559,28791,28500,28473,28579,28831,29578,30507,31731,33012,34192,35114,35638,36207,35573,34210,33168,31753,30381,28796,27236,25567,26646,25182
123,21723,21130,21143,21640,21643,21284,21069,20995,20983,21145,21932,23249,26253,29501,33181,34791,36336,36606,37104,36963,36568,36395,36301,36094,35948,35645,35363,35332,35433,35531,35882,36528,37551,38440,39391,39811,40710,41112,40682,39561,38134,36649,34969,32884,30795,28755,26366,24872
124,24136,23571,23522,23963,23696,23354,23044,22851,22719,22900,23723,24991,27846,30800,33979,35606,36543,36587,36637,36098,35337,34637,34090,33513,33047,32596,32402,32204,32356,32589,32966,33887,34999,36508,37556,38522,40355,40959,40121,38700,37316,35894,34483,32435,30473,28463,25605,24134
125,23577,23123,23058,23468,23452,23165,22885,22696,22679,22936,23827,25071,27734,30767,34050,35646,36892,36869,36764,36246,35763,35210,34757,34222,33976,33743,33393,33123,33225,33616,34039,35035,35986,37138,38138,39196,40447,40475,39593,38362,37001,35429,33885,31889,29964,27854,26099,24752
126,23037,22556,22536,23095,23124,22693,22405,22201,22062,22194,23099,24354,27098,29893,33214,34963,36421,36378,36889,37015,37066,37019,36883,36785,36553,36284,35890,35619,35245,34764,34422,34813,35557,36403,37565,38235,39532,39790,38811,37747,36456,34921,33711,32008,30119,28085,25677,24422
127,23661,23055,23013,23536,23350,22940,22616,22307,22286,22435,23311,24513,27024,29715,33158,34587,35893,35926,36058,36207,36095,36030,36384,36425,36734,36789,36404,36004,35747,35514,35358,35484,35767,36245,37074,37935,38738,38223,37419,36256,34587,33255,31983,30543,28949,27311,24549,23262
128,23186,22603,22287,22731,22420,21987,21560,21228,21011,20806,21146,21610,22837,24136,26031,27662,29416,30885,31848,32583,32964,32831,32931,33229,32930,32649,32325,32056,31900,31573,31393,31519,32042,32919,34178,35342,36296,35780,34711,33268,31964,30990,30047,28854,27429,26121,28782,27225
129,22260,21571,21310,21631,21331,20938,20497,20325,20045,19645,19545,19550,19933,20543,21733,22648,24047,25109,26537,26932,27017,26656,26370,25618,25619,25787,25973,26202,26420,26625,27337,28346,29597,31200,33182,35004,37663,38111,37320,36925,36007,35134,34267,33132,31798,30153,27254,26054
130,24623,24800,24479,24001,23615,23540,23441,23285,23402,23754,24682,26227,29451,31934,34745,35909,36926,37015,36911,36508,35956,35650,35413,35476,35704,35774,35977,36318,36662,37189,37872,38816,40225,42050,43731,43731,43476,42906,41455,40123,38635,36978,35190,33081,31023,29119,27121,25917
131,25665,25873,25545,24924,24294,24085,23767,23502,23341,23588,24574,26138,29210,31771,34297,35649,36903,37089,37306,36959,36325,35855,35676,35554,35796,35778,35752,35729,35978,36364,36895,37903,39097,40842,43043,43501,43060,42191,40897,39758,38382,36577,34855,32970,30877,28961,27250,25892
132,25503,25536,25198,24541,23892,23752,23466,23272,23243,23531,24432,25814,28950,31597,34052,35272,36109,36151,36278,35838,35234,34780,34643,34782,35298,35283,35432,35659,36030,36062,36534,37292,38371,40444,42244,42067,41545,41237,40185,39089,38006,36336,34627,32729,30836,29105,27660,26523
133,25579,25762,25408,24847,24390,24246,23912,23575,23508,23759,24748,26106,29062,31588,34241,35679,36892,37157,37325,37223,36905,36812,36788,36704,36862,36787,36907,36914,37054,37372,37825,38574,40056,41495,43002,42543,41711,41009,39822,38976,38063,36697,35162,33205,31354,29588,25133,24077
134,26066,26168,25718,25052,24539,24239,23842,23301,23206,23346,24144,25347,28125,30614,33181,34488,35999,36649,37177,37241,37160,36972,37017,37276,37252,37006,36909,36679,36494,36420,36600,37116,37784,39018,40212,40049,39458,38758,37438,36175,34973,33381,31659,30112,28423,26829,25518,24585
135,23580,23492,22880,22024,21224,20944,20634,20197,19966,20045,20466,21262,22808,24270,25637,27072,29360,30696,31377,31788,32528,32056,32472,32398,32376,32105,32062,31977,31892,31907,32413,32909,33998,36062,37040,36921,36656,35730,34487,33247,32293,31364,30357,29262,28076,27005,25541,24558
136,24290,24347,23836,23090,22470,22062,21584,21098,20814,20349,20499,20934,22189,23057,23991,24731,26325,27508,28580,29108,29592,30055,30483,30703,30935,31198,31227,31311,31717,32144,33052,34204,35771,37577,38832,38620,37819,37289,36281,35222,34221,32983,31704,30179,28567,27068,26087,24883
137,24175,24445,24047,23378,22962,22648,22327,21980,22121,22472,23482,25097,28207,31231,34133,35648,36481,36535,36865,36821,36224,36122,36114,36324,36555,36710,36540,36415,36567,36693,37125,38062,39448,41277,42853,42887,42336,41505,40403,39140,37691,36163,34320,32051,30091,27920,28141,26843
138,24496,24515,24013,23415,22911,22690,22317,22004,22095,22346,23313,24688,27834,31058,34167,35451,36079,36027,36608,36525,36494,36385,36485,36460,36594,36563,36495,36508,36880,37023,37377,38287,39740,41436,42659,42602,42345,41680,40859,39709,38613,37222,35633,33671,31788,29852,28268,26945
139,26464,26714,26310,25760,25331,24710,24697,24273,24289,24791,25811,27322,30195,33289,36551,37594,38309,38233,38793,38751,38452,38254,38217,38258,38357,38326,38619,38828,38885,39014,39438,40533,41756,43292,43862,43655,43377,43134,42579,41573,40311,38627,36630,34446,32130,30205,27359,26024
140,26442,26615,26096,25342,24863,24625,24136,23775,23564,23821,24811,26249,29317,32412,35683,37069,37783,37534,37737,37574,37223,36770,36523,36585,36710,36777,36752,36744,37000,36994,37590,38926,40461,42477,43392,43284,42828,42139,41190,39956,38723,37041,35457,33256,31030,29165,29696,28519
141,25703,25869,25389,24875,24287,24186,23755,23421,23492,23940,24883,26243,29137,32551,35820,37283,38321,37977,38628,38457,37831,37260,36839,36724,37073,37372,37666,37494,37782,37851,38402,39377,40617,42328,43315,43155,42709,41851,41487,40348,38965,37522,36184,34610,32813,31147,27540,26351
142,28089,28276,27765,26906,26363,26034,25449,25072,24801,24672,25031,25515,27058,28304,29683,30884,32617,33972,35017,35430,35784,35976,36179,36287,36607,36419,36358,36304,36287,36581,37058,37594,38736,40468,40886,40716,40499,39899,38609,37287,36174,34706,33373,32037,30408,29053,25863,24691
143,25830,26060,25571,24987,24182,23790,23338,22983,22686,22661,22827,23179,24285,25289,26186,27194,28833,30315,31387,31730,31822,31694,31480,31861,32354,32702,32932,33108,33806,34769,35684,36758,38950,40600,41538,41458,41084,40376,39366,37965,36839,35235,33609,31560,29700,27856,26951,25570
144,24235,24396,24029,23616,23115,22924,22523,22228,22127,22457,23540,25021,28288,31566,34856,36399,37063,36949,37372,37223,36642,36127,35720,35655,36049,36101,35971,36161,36348,36801,37592,39046,40857,42909,43187,42836,42656,42321,41394,40179,38775,36927,35082,33079,30743,28787,28264,26992
145,25041,25334,25157,24929,24390,24129,23808,23502,23154,23460,24425,25663,28961,32127,35641,36993,37519,37166,37156,36921,36702,36545,36797,36944,37479,37767,38126,38120,37933,38182,38546,39950,41597,42763,43456,43314,42739,42171,41559,40567,39495,38069,36400,34157,31977,30227,28787,27496
146,26857,27404,27069,26542,26191,26132,25898,25622,25536,25785,26787,28217,31283,34562,37893,38791,39286,39044,39305,38892,38746,38406,38307,38052,38758,39068,39174,39269,39528,39842,40219,41003,42799,44256,44200,43960,44002,43807,43085,42265,41186,39344,37207,34990,32766,30927,28660,27520
147,26862,27028,26729,26139,25623,25413,25041,24649,24396,24511,25291,26792,29573,33027,36510,38028,39028,39153,39887,40140,39974,39962,39997,39937,40208,39914,39872,39652,39595,39858,40096,40922,42436,43555,43895,43715,43515,43078,42772,41593,40193,38711,36953,34933,32722,30672,28370,27148
148,27171,27460,27037,26341,25640,25599,25190,24730,24559,24808,25764,26999,30186,33375,36762,38580,39240,39270,39642,39753,39641,39692,39706,39452,39530,39216,39035,38881,38888,38902,39261,39884,41154,42587,43038,42644,42157,41265,40245,39269,37842,36485,34862,33303,31374,29951,28747,27767
149,26881,26930,26555,25862,25384,25179,24843,24443,24103,23979,24282,24903,26523,27774,29318,30323,32579,33790,34710,35144,35447,35337,35272,35573,35765,35614,35722,35702,36020,36275,36704,37432,38784,40154,40801,40663,40046,39590,38842,37572,36544,35365,34151,32777,31252,30179,27620,26236
150,27568,27688,27349,26649,25950,25551,25009,24691,24376,24159,24274,24530,25368,26162,27335,28000,29830,31253,32676,33532,34033,34422,34868,35274,35752,35981,35793,35924,36252,36403,37033,37750,38970,40784,41542,41176,40244,39903,39167,38067,37139,35672,34095,32422,30751,29182,30813,29405
151,26123,26419,26122,25688,25412,25246,24916,24492,24476,24658,25470,27059,30591,33797,37495,39065,39705,39666,39532,39186,38405,38093,37755,37680,37781,37648,37854,38061,38695,39457,40377,41529,43377,44596,44994,44957,44673,44475,44498,43722,42060,40717,39202,37001,34609,32961,29364,27863
152,29150,29125,28933,28424,28143,28076,27663,27343,27342,27503,28491,30011,33275,36316,39682,41041,41709,41790,41957,42190,41873,41575,41340,41274,41781,41905,42155,42002,41997,42025,42131,43269,44429,44658,44777,44613,44443,44483,44154,43228,41826,40252,38391,36164,33752,31457,28546,27203
153,27521,27837,27564,26973,26618,26283,25851,25574,25281,25389,26442,27848,31169,34353,37842,38954,39543,39397,39622,39779,39749,39449,39288,39175,39219,39199,39424,39455,39649,39581,40170,41456,43149,44230,44167,43850,43620,43359,43137,42250,40767,39039,37057,34709,32515,30718,29360,28138
154,26906,27226,27118,26407,25813,25565,25279,24755,24574,24844,25563,27238,30395,33634,37253,39180,40125,40409,40999,41231,41203,41252,41632,41808,42107,41824,41877,41720,41856,41782,41929,42660,43694,44341,44445,44017,43611,43382,43163,42081,41002,39464,37488,35465,33273,31423,27962,26775
155,27725,27971,27643,26953,26374,26110,25742,25345,25215,25267,26106,27303,30594,33693,37080,38816,39786,39819,40459,40214,40089,39802,40296,40237,40071,39702,39849,40234,40150,39945,40232,40843,41956,42788,42926,42788,42178,41678,40675,39344,37908,36431,34763,32990,31292,29701,28162,27253
156,26313,26330,25914,25123,24412,24069,23460,22913,22553,22467,22615,23179,24549,25778,27376,28515,30574,32282,33801,34478,35133,35364,35628,35970,36148,36250,36016,35783,35884,35786,35685,36402,37514,38026,39148,39158,38968,38399,37362,36049,35166,34141,33233,31965,30656,29484,26550,25350
157,26908,27107,26695,25995,25215,24827,24314,23719,23240,23132,23328,23576,24492,25319,26449,27259,28909,30597,32199,33476,34359,34925,35286,35624,35938,36114,36145,35866,36025,36197,36885,37268,38916,40321,40687,40251,39431,38780,38043,37049,36032,34653,33144,31374,29779,28302,27919,26757
158,25059,25496,25193,24519,23953,23713,23465,23095,22947,23216,24187,25781,29023,32178,35591,37456,38644,38848,39445,39897,39874,40002,40089,40092,39882,39507,39895,39687,39634,39603,39835,40945,42714,43560,43863,43582,43146,42482,41336,40375,39381,37798,36164,34046,31868,29905,28049,26789
159,26508,26791,26466,25668,25042,24730,24327,23946,23792,24016,24729,26016,29145,32158,35691,36921,37837,38202,38961,39079,38706,38729,38564,38422,38373,38224,38154,37864,37864,37984,38321,39585,41410,43171,43197,42851,42484,41690,40847,40050,38946,37588,35753,33671,31720,30026,27265,25938
160,26544,26868,26574,25979,25509,25208,24813,24482,24419,24501,25390,26725,30026,33032,36213,38009,38985,39025,39319,39428,39099,39286,39322,39277,39203,39145,39133,39106,39130,39191,39492,40609,42125,42724,43035,43232,42965,42293,41329,40440,39084,37319,35440,33166,31188,29221,29293,28111
161,25531,25812,25459,24750,24160,23748,23235,22884,22769,22920,23830,25282,28527,31602,35065,36933,37639,37633,38063,38139,37848,37838,38123,38145,38359,38501,38590,38662,38911,39014,39588,40696,41779,42873,43227,43035,42580,42381,42135,41156,39856,38527,36808,34919,33014,31242,31151,29778
162,27718,27919,27442,26685,26190,26026,25597,25236,24963,25027,26105,27591,30666,33875,37628,39185,40140,40081,40181,39873,39257,38937,38667,38498,38265,38140,38155,38266,38700,39094,39741,40851,42294,43356,43720,43514,42975,42903,42672,41816,40085,39015,37732,36030,34249,32694,29543,28541
163,29309,29390,28957,28072,27466,27127,26653,25815,25534,25463,25936,26478,27881,29262,31147,32375,34345,35923,37234,37491,37490,37267,36809,36438,36458,36168,36135,36343,36466,36679,37228,38095,39782,41021,41655,41507,41188,40738,39513,38212,37261,36161,35174,33625,32233,31077,28914,27766
164,28307,28282,27961,27159,26616,26150,25775,25364,24866,24733,24744,24993,25855,26573,27900,28992,30761,32479,34050,34712,35154,35053,34945,34918,34971,35185,35305,35541,35951,36676,37719,38969,41117,42703,43130,42924,42420,41676,40776,39904,38777,37606,36107,34395,32577,30799,30222,28924
165,27435,27743,27651,27191,26779,26728,26368,26034,26074,26318,27176,28734,32085,35437,39282,41211,41966,41920,42133,41727,41487,41411,41311,41179,41237,40932,41023,41184,41755,42211,42376,43455,45005,44963,45189,44918,44803,45068,44250,43664,42792,41054,39035,36749,34272,32394,29711,28393
166,28391,28480,28196,27671,27032,27006,26708,26391,26276,26511,27228,28905,32150,35273,38707,40310,41338,41355,41654,41412,40786,40326,39863,39379,39024,38972,39001,39048,39539,40089,40902,41801,43205,43859,44058,43854,43782,43659,44264,43096,41751,40076,38093,35865,33755,31982,30120,28792
167,28010,28219,27792,27110,26538,26293,25971,25588,25592,25557,26464,28025,31530,34970,38804,40360,40976,41265,41602,41036,40293,39609,39292,39053,39074,38997,38909,38990,39614,40230,40942,42126,43774,44399,44485,44204,44111,43980,43821,42905,41619,40350,38686,36335,34168,32509,26572,25225
168,28151,28363,28002,27390,26793,26585,26087,25618,25421,25611,26683,27990,31086,34052,37117,38922,39586,39420,39850,39903,39467,39571,39620,39424,39505,39484,39629,39388,39553,39664,39903,41065,42443,42988,43270,42922,42506,41907,40906,39497,38283,36601,34608,32516,30248,28534,27207,25936
169,24931,25251,25109,24403,23926,23636,23157,22676,22558,22612,23617,25014,28085,30839,34161,36094,37276,37124,37701,38021,37866,37897,37564,37434,37359,37396,37178,36987,37052,36679,36818,37870,39492,40552,41124,41085,40203,39289,38274,37245,36064,34651,33058,31524,29740,28620,23960,22973
170,25551,25754,25320,24740,24011,23642,23114,22685,22357,22302,22659,23122,24707,25822,27780,29385,31213,32480,33786,33984,33927,33659,33334,33105,33338,33262,33202,33200,33188,33285,33777,34548,36174,37309,38069,37744,36579,35627,34126,32780,31903,30731,29193,27566,26224,25385,24962,23947
171,22621,22834,22132,21408,20738,20291,19694,19121,18797,18694,18762,19136,20109,20825,22208,23309,24900,26181,27460,28050,28687,28721,28942,29471,30165,30490,30842,30856,31408,31983,32737,34091,36250,37310,37973,37635,37232,36446,35475,34225,34060,32929,31306,29924,27983,26865,29208,27714
172,23703,24085,23869,23381,22912,22592,22194,21808,21472,21585,22465,23745,27152,30152,33790,35754,36987,37030,37242,36930,36276,36058,35683,35379,35613,35481,36191,36561,37082,37809,39308,40951,43074,44090,44390,44839,44449,44143,43829,43217,42150,40430,38521,36348,33866,31595,26823,25695
173,27178,27301,26899,26073,25367,24945,24240,23727,23552,23507,24205,25546,28808,31942,35267,37124,38428,38375,39212,39340,39065,39338,39971,39771,39752,39630,39554,39566,39531,39336,39382,40407,42179,42677,42935,42615,41935,41415,40733,39699,38352,36827,35006,32847,30666,28881,29674,28028
174,25266,25786,25616,25128,24723,24554,24273,23810,23698,24096,25242,26795,30013,33189,36632,38608,39376,39266,39575,39254,39026,38957,38868,38974,38902,39007,39372,39422,39900,39751,40197,41463,43389,44186,44602,44189,44148,43814,43488,42378,41184,39654,37882,35941,33573,31661,29763,28527
175,27560,28126,27736,27193,26481,26613,26078,25633,25647,25606,26491,27868,30715,34459,38190,40108,41134,41379,42107,42171,42401,42406,42539,42697,42760,42447,41855,41288,41412,41239,41844,43009,44064,43883,43974,43758,43609,43520,43164,42213,41201,39597,37791,35804,33612,31770,28416,27001
176,28042,28247,27647,27078,26376,25934,25411,24764,24463,24487,25209,26500,29868,32741,36209,38251,38873,39123,39477,39197,38757,38334,38582,38451,38009,37850,37968,38010,38267,38349,38610,39728,41532,42714,43124,42803,42088,41646,40615,39671,38572,37303,35331,33479,31693,30204,27015,25958
177,26439,26412,25749,25015,24186,23536,22723,22345,21901,21725,22006,22578,24119,25318,27142,28555,30583,32033,33424,33968,34172,34038,33493,33021,32653,32331,32304,32412,32751,33460,34384,35633,37692,38888,39650,39506,39031,38347,37419,36326,35119,33893,32709,31122,29741,28457,26571,25442
178,25554,25845,25320,24630,24055,23532,23136,22731,22313,22158,22244,22318,23366,24295,25632,26678,28285,29874,31339,32393,33037,33161,33142,33274,33566,33588,33941,33992,34576,35238,36198,37574,39749,40754,40849,40798,40560,39874,38946,37720,36604,35378,33874,32383,30222,28683,29967,28558
179,25180,25596,25310,24662,24372,24226,23990,23657,23516,23598,24581,26198,29517,32888,36406,38464,39889,40545,41270,41446,41060,40785,40652,40571,40508,40267,40346,40501,40918,41219,41713,42420,43513,44303,44453,44117,43730,43352,42907,42204,41201,40017,38199,36217,33961,31984,30284,29081
180,28174,28624,28313,27771,27189,26973,26485,26079,25935,26051,26879,28353,31573,34703,38375,40674,41503,41848,42701,42607,42384,42377,42176,41936,42028,41961,41896,41694,41776,41510,42065,43085,43693,44398,44312,44395,44393,44193,43687,43132,42276,40939,39078,36695,34463,32552,26469,25271
181,28609,28915,28565,27976,27625,27376,27037,26727,26582,26623,27470,28889,31982,35077,38747,40211,41224,41572,42041,42069,41564,41567,41205,40784,40588,40601,40353,40485,40714,40821,41184,42123,43551,44188,43858,43453,42733,42072,40828,39879,38630,36676,34768,32627,30449,28656,26858,25783
182,24849,25285,24988,24553,24348,24056,23688,23291,23171,23274,24064,25624,28656,31191,34466,36602,38115,38245,38891,39080,38803,38805,38613,38708,38913,39121,38811,38815,39129,39117,39593,40307,41002,41783,41953,41693,41261,40834,39906,38799,37425,35940,34337,32561,30506,28790,27423,26330
183,25434,25688,25355,25008,24670,24572,24219,23735,23750,23934,24710,26009,28799,31771,35110,37127,38560,39305,40008,40036,39601,39412,39168,38811,38913,38817,38808,38495,38322,38350,38637,39335,40446,41341,41634,41341,40658,40028,39068,37935,36442,35201,33750,32134,30444,29046,27629,26601
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
st_dev,2266.681193,2610.573886,2601.352181,2414.506654,2356.092191,2396.951948,2355.951672,2270.257381,2252.378621,2343.285185,2536.257101,2846.964357,3500.017871,4269.850604,5057.366182,5306.750146,5205.253331,5025.26589,5001.254164,4970.638661,4882.043329,4896.171087,4934.281975,4952.719671,5014.312002,5077.39557,5195.104841,5299.795739,5406.075595,5479.696757,5582.133257,5778.447847,6009.173194,6035.377147,5821.415601,5511.18871,5228.31643,4984.852855,4687.953681,4346.222063,3975.539103,3552.496866,3089.107176,2633.896709,2265.533673,2113.095327,1999.830624,2030.606378
hour,1,,2,,3,,4,,5,,6,,7,,8,,9,,10,,11,,12,,13,,14,,15,,16,,17,,18,,19,,20,,21,,22,,23,,24,
avg_stadard_deviton_hourly,2438.62754,,2507.929418,,2376.52207,,2313.104526,,2297.831903,,2691.610729,,3884.934238,,5182.058164,,5115.25961,,4985.946413,,4889.107208,,4943.500823,,5045.853786,,5247.45029,,5442.886176,,5680.290552,,6022.27517,,5666.302155,,5106.584643,,4517.087872,,3764.017985,,2861.501942,,2189.3145,,2015.218501,
avg_standard_deviation_pu,0.098923693,,0.103968601,,0.101565113,,0.10177777,,0.102158651,,0.113106281,,0.13816851,,0.157485297,,0.146387322,,0.139940321,,0.138308143,,0.140694651,,0.14373253,,0.150285739,,0.155277865,,0.158305363,,0.1578697,,0.143151782,,0.128873279,,0.11718575,,0.104009545,,0.086605653,,0.074439592,,0.077130002,
